t_ms,magnitude,coherence,score,fraction,peak_2s,gesture
1788415146735,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415146772,0.0427,0.0000,0.0000,0.0000,0.0000,default
1788415146808,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415146842,0.0410,0.0000,0.0000,0.0000,0.0000,default
1788415146878,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415146912,0.0376,0.0000,0.0000,0.0000,0.0000,default
1788415146947,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415146990,0.0990,0.0000,0.0000,0.0000,0.0000,default
1788415147028,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415147066,0.2765,0.9728,0.2690,0.0000,0.2690,default
1788415147100,0.0004,0.0000,0.0000,0.0000,0.2690,default
1788415147140,0.5150,0.9329,0.4804,0.0000,0.4804,default
1788415147179,0.0004,0.0000,0.0000,0.0000,0.4804,default
1788415147220,0.5691,0.9823,0.5590,0.0000,0.5590,default
1788415147257,0.0004,0.0000,0.0000,0.0000,0.5590,default
1788415147291,0.4528,0.9973,0.4516,0.0000,0.5590,default
1788415147327,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147361,0.3122,1.0000,0.3122,0.0000,0.5590,default
1788415147398,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147433,0.2964,0.9750,0.2890,0.0000,0.5590,default
1788415147493,0.0520,0.0000,0.0000,0.0000,0.5590,default
1788415147531,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147568,0.0466,0.0000,0.0000,0.0000,0.5590,default
1788415147611,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147653,0.0680,0.0000,0.0000,0.0000,0.5590,default
1788415147691,0.0004,0.0000,0.0000,0.0000,0.5590,default
1788415147729,0.0772,0.0000,0.0000,0.0000,0.5590,default
1788415147766,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147802,0.0649,0.0000,0.0000,0.0000,0.5590,default
1788415147837,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147870,0.0493,0.0000,0.0000,0.0000,0.5590,default
1788415147902,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415147936,0.0300,0.0000,0.0000,0.0000,0.5590,default
1788415147983,0.0002,0.0000,0.0000,0.0000,0.5590,default
1788415148024,0.0382,0.0000,0.0000,0.0000,0.5590,default
1788415148100,0.0314,0.0000,0.0000,0.0000,0.5590,default
1788415148143,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415148184,0.0651,0.0000,0.0000,0.0000,0.5590,default
1788415148218,0.0004,0.0000,0.0000,0.0000,0.5590,default
1788415148260,0.1927,0.9657,0.1861,0.0000,0.5590,default
1788415148301,0.0005,0.0000,0.0000,0.0000,0.5590,default
1788415148343,0.3964,0.9508,0.3769,0.0000,0.5590,default
1788415148385,0.0003,0.0000,0.0000,0.0000,0.5590,default
1788415148424,0.6926,0.8384,0.5807,0.0000,0.5807,default
1788415148484,0.1815,0.9684,0.1757,0.0000,0.5807,default
1788415148524,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415148566,0.0811,0.0000,0.0000,0.0000,0.5807,default
1788415148608,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415148650,0.0492,0.0000,0.0000,0.0000,0.5807,default
1788415148687,0.0002,0.0000,0.0000,0.0000,0.5807,default
1788415148729,0.0615,0.0000,0.0000,0.0000,0.5807,default
1788415148769,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415148803,0.0670,0.0000,0.0000,0.0000,0.5807,default
1788415148839,0.0005,0.0000,0.0000,0.0000,0.5807,default
1788415148886,0.0766,0.0000,0.0000,0.0000,0.5807,default
1788415148948,0.0643,0.0000,0.0000,0.0000,0.5807,default
1788415148979,0.0004,0.0000,0.0000,0.0000,0.5807,default
1788415149027,0.0690,0.0000,0.0000,0.0000,0.5807,default
1788415149062,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415149101,0.0746,0.0000,0.0000,0.0000,0.5807,default
1788415149138,0.0004,0.0000,0.0000,0.0000,0.5807,default
1788415149174,0.0574,0.0000,0.0000,0.0000,0.5807,default
1788415149209,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415149250,0.0323,0.0000,0.0000,0.0000,0.5807,default
1788415149284,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415149319,0.0623,0.0000,0.0000,0.0000,0.5807,default
1788415149366,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415149401,0.1233,0.0000,0.0000,0.0000,0.5807,default
1788415149436,0.0003,0.0000,0.0000,0.0000,0.5807,default
1788415149472,0.1381,0.0000,0.0000,0.0000,0.5807,default
1788415149507,0.0005,0.0000,0.0000,0.0000,0.5807,default
1788415149547,0.1360,0.0000,0.0000,0.0000,0.5807,default
1788415149581,0.0004,0.0000,0.0000,0.0000,0.5807,default
1788415149631,0.9183,0.9989,0.9173,0.0182,0.9173,default
1788415149685,0.7987,1.0000,0.7987,0.0182,0.9173,default
1788415149719,0.0005,0.0000,0.0000,0.0182,0.9173,default
1788415149756,0.6001,1.0000,0.6001,0.0182,0.9173,default
1788415149798,0.0005,0.0000,0.0000,0.0182,0.9173,default
1788415149839,0.3357,0.9753,0.3274,0.0182,0.9173,default
1788415149881,0.0003,0.0000,0.0000,0.0182,0.9173,default
1788415149922,0.1765,0.6436,0.1136,0.0182,0.9173,default
1788415149959,0.0003,0.0000,0.0000,0.0182,0.9173,default
1788415149994,0.2157,0.7494,0.1616,0.0182,0.9173,default
1788415150033,0.0003,0.0000,0.0000,0.0182,0.9173,default
1788415150068,0.2148,0.9053,0.1945,0.0182,0.9173,default
1788415150111,0.0004,0.0000,0.0000,0.0185,0.9173,default
1788415150146,0.2425,0.9299,0.2255,0.0185,0.9173,default
1788415150181,0.0004,0.0000,0.0000,0.0182,0.9173,default
1788415150218,0.4555,0.9854,0.4488,0.0182,0.9173,default
1788415150274,0.1504,0.0000,0.0000,0.0182,0.9173,default
1788415150358,0.2024,0.6143,0.1244,0.0185,0.9173,default
1788415150399,0.0003,0.0000,0.0000,0.0185,0.9173,default
1788415150448,0.0003,0.0000,0.0000,0.0185,0.9173,default
1788415150483,0.1996,0.6875,0.1373,0.0185,0.9173,default
1788415150527,0.0005,0.0000,0.0000,0.0185,0.9173,default
1788415150561,0.2481,0.9913,0.2459,0.0185,0.9173,default
1788415150615,0.1121,0.0000,0.0000,0.0185,0.9173,default
1788415150651,0.0005,0.0000,0.0000,0.0185,0.9173,default
1788415150691,0.0588,0.0000,0.0000,0.0185,0.9173,default
1788415150741,0.0969,0.0000,0.0000,0.0185,0.9173,default
1788415150785,0.0005,0.0000,0.0000,0.0185,0.9173,default
1788415150832,0.1846,0.9732,0.1796,0.0185,0.9173,default
1788415150867,0.0004,0.0000,0.0000,0.0185,0.9173,default
1788415150909,0.0004,0.0000,0.0000,0.0185,0.9173,default
1788415150948,0.2092,1.0000,0.2092,0.0185,0.9173,default
1788415150985,0.0004,0.0000,0.0000,0.0185,0.9173,default
1788415151019,0.2899,0.9889,0.2867,0.0185,0.9173,default
1788415151076,0.1659,0.0000,0.0000,0.0185,0.9173,default
1788415151141,0.1174,0.0000,0.0000,0.0185,0.9173,default
1788415151179,0.0004,0.0000,0.0000,0.0185,0.9173,default
1788415151216,0.0910,0.0000,0.0000,0.0185,0.9173,default
1788415151251,0.0007,0.0000,0.0000,0.0185,0.9173,default
1788415151286,0.0731,0.0000,0.0000,0.0185,0.9173,default
1788415151321,0.0005,0.0000,0.0000,0.0185,0.9173,default
1788415151352,0.0005,0.0000,0.0000,0.0185,0.9173,default
1788415151394,0.1280,0.0000,0.0000,0.0185,0.9173,default
1788415151443,0.0007,0.0000,0.0000,0.0185,0.9173,default
1788415151477,0.1118,0.0000,0.0000,0.0185,0.9173,default
1788415151512,0.0005,0.0000,0.0000,0.0185,0.9173,default
1788415151554,0.1171,0.0000,0.0000,0.0185,0.9173,default
1788415151598,0.1654,0.0000,0.0000,0.0185,0.9173,default
1788415151638,0.0004,0.0000,0.0000,0.0189,0.7987,default
1788415151677,0.2965,0.9899,0.2935,0.0189,0.7987,default
1788415151714,0.0003,0.0000,0.0000,0.0189,0.6001,default
1788415151748,0.1223,0.0000,0.0000,0.0189,0.6001,default
1788415151790,0.0006,0.0000,0.0000,0.0189,0.4488,default
1788415151825,0.0561,0.0000,0.0000,0.0185,0.4488,default
1788415151864,0.0006,0.0000,0.0000,0.0000,0.4488,default
1788415151901,0.0652,0.0000,0.0000,0.0000,0.4488,default
1788415151943,0.0842,0.0000,0.0000,0.0000,0.4488,default
1788415151985,0.0003,0.0000,0.0000,0.0000,0.4488,default
1788415152033,0.0668,0.0000,0.0000,0.0000,0.4488,default
1788415152075,0.0005,0.0000,0.0000,0.0000,0.4488,default
1788415152117,0.0798,0.0000,0.0000,0.0000,0.4488,default
1788415152151,0.0686,0.0000,0.0000,0.0000,0.4488,default
1788415152214,0.0603,0.0000,0.0000,0.0000,0.4488,default
1788415152249,0.0006,0.0000,0.0000,0.0000,0.2935,default
1788415152289,0.0581,0.0000,0.0000,0.0000,0.2935,default
1788415152341,0.0632,0.0000,0.0000,0.0000,0.2935,default
1788415152372,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415152405,0.0277,0.0000,0.0000,0.0000,0.2935,default
1788415152459,0.0004,0.0000,0.0000,0.0000,0.2935,default
1788415152502,0.0484,0.0000,0.0000,0.0000,0.2935,default
1788415152535,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415152577,0.1025,0.0000,0.0000,0.0000,0.2935,default
1788415152619,0.1542,1.0000,0.1542,0.0000,0.2935,default
1788415152675,0.0801,0.0000,0.0000,0.0000,0.2935,default
1788415152739,0.0360,0.0000,0.0000,0.0000,0.2935,default
1788415152773,0.0004,0.0000,0.0000,0.0000,0.2935,default
1788415152808,0.0602,0.0000,0.0000,0.0000,0.2935,default
1788415152846,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415152886,0.0384,0.0000,0.0000,0.0000,0.2935,default
1788415152923,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415152956,0.0590,0.0000,0.0000,0.0000,0.2935,default
1788415153002,0.0004,0.0000,0.0000,0.0000,0.2935,default
1788415153042,0.0428,0.0000,0.0000,0.0000,0.2935,default
1788415153084,0.0004,0.0000,0.0000,0.0000,0.2935,default
1788415153126,0.0345,0.0000,0.0000,0.0000,0.2935,default
1788415153168,0.0004,0.0000,0.0000,0.0000,0.2935,default
1788415153210,0.2081,0.9989,0.2079,0.0000,0.2935,default
1788415153269,0.0432,0.0000,0.0000,0.0000,0.2935,default
1788415153304,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415153338,0.0903,0.0000,0.0000,0.0000,0.2935,default
1788415153371,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415153408,0.1069,0.0000,0.0000,0.0000,0.2935,default
1788415153450,0.0004,0.0000,0.0000,0.0000,0.2935,default
1788415153493,0.0593,0.0000,0.0000,0.0000,0.2935,default
1788415153531,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415153571,0.0592,0.0000,0.0000,0.0000,0.2935,default
1788415153607,0.0003,0.0000,0.0000,0.0000,0.2935,default
1788415153650,0.0344,0.0000,0.0000,0.0000,0.2935,default
1788415153692,0.0003,0.0000,0.0000,0.0000,0.2079,default
1788415153734,0.1274,0.0000,0.0000,0.0000,0.2079,default
1788415153794,0.0405,0.0000,0.0000,0.0000,0.2079,default
1788415153836,0.0005,0.0000,0.0000,0.0000,0.2079,default
1788415153888,0.0462,0.0000,0.0000,0.0000,0.2079,default
1788415153925,0.0004,0.0000,0.0000,0.0000,0.2079,default
1788415153964,0.0377,0.0000,0.0000,0.0000,0.2079,default
1788415154004,0.0004,0.0000,0.0000,0.0000,0.2079,default
1788415154050,0.0299,0.0000,0.0000,0.0000,0.2079,default
1788415154086,0.0005,0.0000,0.0000,0.0000,0.2079,default
1788415154133,0.0361,0.0000,0.0000,0.0000,0.2079,default
1788415154197,0.0351,0.0000,0.0000,0.0000,0.2079,default
1788415154241,0.0004,0.0000,0.0000,0.0000,0.2079,default
1788415154282,0.0272,0.0000,0.0000,0.0000,0.2079,default
1788415154324,0.0007,0.0000,0.0000,0.0000,0.2079,default
1788415154366,0.0425,0.0000,0.0000,0.0000,0.2079,default
1788415154408,0.0006,0.0000,0.0000,0.0000,0.2079,default
1788415154449,0.0391,0.0000,0.0000,0.0000,0.2079,default
1788415154484,0.0005,0.0000,0.0000,0.0000,0.2079,default
1788415154525,0.0341,0.0000,0.0000,0.0000,0.2079,default
1788415154567,0.0004,0.0000,0.0000,0.0000,0.2079,default
1788415154600,0.0467,0.0000,0.0000,0.0000,0.2079,default
1788415154659,0.0427,0.0000,0.0000,0.0000,0.2079,default
1788415154701,0.0003,0.0000,0.0000,0.0000,0.2079,default
1788415154743,0.0544,0.0000,0.0000,0.0000,0.2079,default
1788415154780,0.0003,0.0000,0.0000,0.0000,0.2079,default
1788415154823,0.0755,0.0000,0.0000,0.0000,0.2079,default
1788415154865,0.0005,0.0000,0.0000,0.0000,0.2079,default
1788415154906,0.0436,0.0000,0.0000,0.0000,0.2079,default
1788415154947,0.0004,0.0000,0.0000,0.0000,0.2079,default
1788415154990,0.0320,0.0000,0.0000,0.0000,0.2079,default
1788415155033,0.0004,0.0000,0.0000,0.0000,0.2079,default
1788415155074,0.0427,0.0000,0.0000,0.0000,0.2079,default
1788415155124,0.0231,0.0000,0.0000,0.0000,0.2079,default
1788415155165,0.0003,0.0000,0.0000,0.0000,0.2079,default
1788415155208,0.0283,0.0000,0.0000,0.0000,0.2079,default
1788415155251,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415155293,0.0291,0.0000,0.0000,0.0000,0.0000,default
1788415155334,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415155376,0.0426,0.0000,0.0000,0.0000,0.0000,default
1788415155418,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415155459,0.0595,0.0000,0.0000,0.0000,0.0000,default
1788415155501,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415155543,0.0411,0.0000,0.0000,0.0000,0.0000,default
1788415155589,0.0576,0.0000,0.0000,0.0000,0.0000,default
1788415155621,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415155662,0.0860,0.0000,0.0000,0.0000,0.0000,default
1788415155704,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415155746,0.1249,0.0000,0.0000,0.0000,0.0000,default
1788415155784,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415155833,0.1318,0.0000,0.0000,0.0000,0.0000,default
1788415155869,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415155898,0.1334,0.0000,0.0000,0.0000,0.0000,default
1788415155938,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415155970,0.1178,0.0000,0.0000,0.0000,0.0000,default
1788415156004,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415156040,0.0670,0.0000,0.0000,0.0000,0.0000,default
1788415156074,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415156110,0.0495,0.0000,0.0000,0.0000,0.0000,default
1788415156145,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415156185,0.2013,1.0000,0.2013,0.0000,0.2013,default
1788415156260,0.1616,1.0000,0.1616,0.0000,0.2013,default
1788415156292,0.0005,0.0000,0.0000,0.0000,0.2013,default
1788415156326,0.1585,1.0000,0.1585,0.0000,0.2013,default
1788415156362,0.0004,0.0000,0.0000,0.0000,0.2013,default
1788415156407,0.0845,0.0000,0.0000,0.0000,0.2013,default
1788415156442,0.0004,0.0000,0.0000,0.0000,0.2013,default
1788415156478,0.0314,0.0000,0.0000,0.0000,0.2013,default
1788415156514,0.0003,0.0000,0.0000,0.0000,0.2013,default
1788415156550,0.0983,0.0000,0.0000,0.0000,0.2013,default
1788415156589,0.0004,0.0000,0.0000,0.0000,0.2013,default
1788415156630,0.0754,0.0000,0.0000,0.0000,0.2013,default
1788415156666,0.0004,0.0000,0.0000,0.0000,0.2013,default
1788415156709,0.0847,0.0000,0.0000,0.0000,0.2013,default
1788415156742,0.0776,0.0000,0.0000,0.0000,0.2013,default
1788415156779,0.0004,0.0000,0.0000,0.0000,0.2013,default
1788415156813,0.0004,0.0000,0.0000,0.0000,0.2013,default
1788415156846,0.0850,0.0000,0.0000,0.0000,0.2013,default
1788415156888,0.0005,0.0000,0.0000,0.0000,0.2013,default
1788415156930,0.1655,0.9720,0.1609,0.0000,0.2013,default
1788415156981,0.1574,1.0000,0.1574,0.0000,0.2013,default
1788415157023,0.0005,0.0000,0.0000,0.0000,0.2013,default
1788415157065,0.2507,1.0000,0.2507,0.0000,0.2507,default
1788415157108,0.2488,1.0000,0.2488,0.0000,0.2507,default
1788415157150,0.0003,0.0000,0.0000,0.0000,0.2507,default
1788415157192,0.1833,0.9962,0.1826,0.0000,0.2507,default
1788415157233,0.0003,0.0000,0.0000,0.0000,0.2507,default
1788415157275,0.0003,0.0000,0.0000,0.0000,0.2507,default
1788415157318,0.3027,1.0000,0.3027,0.0000,0.3027,default
1788415157381,0.0732,0.0000,0.0000,0.0000,0.3027,default
1788415157423,0.0005,0.0000,0.0000,0.0000,0.3027,default
1788415157463,0.1354,0.0000,0.0000,0.0000,0.3027,default
1788415157510,0.1662,1.0000,0.1662,0.0000,0.3027,default
1788415157551,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415157592,0.1670,1.0000,0.1670,0.0000,0.3027,default
1788415157634,0.0004,0.0000,0.0000,0.0000,0.3027,default
1788415157669,0.0004,0.0000,0.0000,0.0000,0.3027,default
1788415157710,0.1584,0.0000,0.0000,0.0000,0.3027,default
1788415157751,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415157786,0.2316,0.9969,0.2309,0.0000,0.3027,default
1788415157843,0.0606,0.0000,0.0000,0.0000,0.3027,default
1788415157909,0.0512,0.0000,0.0000,0.0000,0.3027,default
1788415157941,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415157978,0.0324,0.0000,0.0000,0.0000,0.3027,default
1788415158012,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158046,0.0338,0.0000,0.0000,0.0000,0.3027,default
1788415158081,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158115,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158152,0.0494,0.0000,0.0000,0.0000,0.3027,default
1788415158185,0.0004,0.0000,0.0000,0.0000,0.3027,default
1788415158218,0.0567,0.0000,0.0000,0.0000,0.3027,default
1788415158252,0.0005,0.0000,0.0000,0.0000,0.3027,default
1788415158288,0.0396,0.0000,0.0000,0.0000,0.3027,default
1788415158325,0.0379,0.0000,0.0000,0.0000,0.3027,default
1788415158357,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158393,0.0327,0.0000,0.0000,0.0000,0.3027,default
1788415158432,0.0002,0.0000,0.0000,0.0000,0.3027,default
1788415158473,0.0273,0.0000,0.0000,0.0000,0.3027,default
1788415158514,0.0293,0.0000,0.0000,0.0000,0.3027,default
1788415158579,0.0418,0.0000,0.0000,0.0000,0.3027,default
1788415158621,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158662,0.0700,0.0000,0.0000,0.0000,0.3027,default
1788415158708,0.0653,0.0000,0.0000,0.0000,0.3027,default
1788415158750,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158792,0.0465,0.0000,0.0000,0.0000,0.3027,default
1788415158834,0.0004,0.0000,0.0000,0.0000,0.3027,default
1788415158876,0.0289,0.0000,0.0000,0.0000,0.3027,default
1788415158918,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415158959,0.0239,0.0000,0.0000,0.0000,0.3027,default
1788415159001,0.0286,0.0000,0.0000,0.0000,0.3027,default
1788415159044,0.0332,0.0000,0.0000,0.0000,0.3027,default
1788415159107,0.0603,0.0000,0.0000,0.0000,0.3027,default
1788415159150,0.0003,0.0000,0.0000,0.0000,0.3027,default
1788415159192,0.0452,0.0000,0.0000,0.0000,0.3027,default
1788415159235,0.0004,0.0000,0.0000,0.0000,0.3027,default
1788415159277,0.0318,0.0000,0.0000,0.0000,0.3027,default
1788415159315,0.0005,0.0000,0.0000,0.0000,0.3027,default
1788415159354,0.0350,0.0000,0.0000,0.0000,0.2309,default
1788415159386,0.0003,0.0000,0.0000,0.0000,0.2309,default
1788415159419,0.0448,0.0000,0.0000,0.0000,0.2309,default
1788415159458,0.0005,0.0000,0.0000,0.0000,0.2309,default
1788415159498,0.0444,0.0000,0.0000,0.0000,0.2309,default
1788415159531,0.0004,0.0000,0.0000,0.0000,0.2309,default
1788415159569,0.0530,0.0000,0.0000,0.0000,0.2309,default
1788415159618,0.0004,0.0000,0.0000,0.0000,0.2309,default
1788415159660,0.0714,0.0000,0.0000,0.0000,0.2309,default
1788415159702,0.0350,0.0000,0.0000,0.0000,0.2309,default
1788415159744,0.0004,0.0000,0.0000,0.0000,0.2309,default
1788415159786,0.0453,0.0000,0.0000,0.0000,0.2309,default
1788415159821,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415159860,0.0432,0.0000,0.0000,0.0000,0.0000,default
1788415159897,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415159935,0.0375,0.0000,0.0000,0.0000,0.0000,default
1788415159968,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415160001,0.0466,0.0000,0.0000,0.0000,0.0000,default
1788415160034,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415160069,0.0297,0.0000,0.0000,0.0000,0.0000,default
1788415160111,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415160152,0.0388,0.0000,0.0000,0.0000,0.0000,default
1788415160191,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415160227,0.0532,0.0000,0.0000,0.0000,0.0000,default
1788415160273,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415160313,0.1204,0.0000,0.0000,0.0000,0.0000,default
1788415160371,0.0602,0.0000,0.0000,0.0000,0.0000,default
1788415160408,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415160443,0.0330,0.0000,0.0000,0.0000,0.0000,default
1788415160479,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415160515,0.0380,0.0000,0.0000,0.0000,0.0000,default
1788415160555,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415160589,0.0557,0.0000,0.0000,0.0000,0.0000,default
1788415160627,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415160665,0.0542,0.0000,0.0000,0.0000,0.0000,default
1788415160707,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415160748,0.0377,0.0000,0.0000,0.0000,0.0000,default
1788415160790,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415160824,0.0356,0.0000,0.0000,0.0000,0.0000,default
1788415160860,0.0002,0.0000,0.0000,0.0000,0.0000,default
1788415160891,0.0527,0.0000,0.0000,0.0000,0.0000,default
1788415160921,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415160959,0.0693,0.0000,0.0000,0.0000,0.0000,default
1788415161006,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415161044,0.1166,0.0000,0.0000,0.0000,0.0000,default
1788415161093,0.0719,0.0000,0.0000,0.0000,0.0000,default
1788415161128,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415161161,0.0697,0.0000,0.0000,0.0000,0.0000,default
1788415161193,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415161228,0.0540,0.0000,0.0000,0.0000,0.0000,default
1788415161266,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415161302,0.0307,0.0000,0.0000,0.0000,0.0000,default
1788415161341,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415161375,0.0359,0.0000,0.0000,0.0000,0.0000,default
1788415161419,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415161461,0.0383,0.0000,0.0000,0.0000,0.0000,default
1788415161503,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415161545,0.0364,0.0000,0.0000,0.0000,0.0000,default
1788415161587,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415161628,0.0516,0.0000,0.0000,0.0000,0.0000,default
1788415161700,0.0266,0.0000,0.0000,0.0000,0.0000,default
1788415161735,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415161767,0.0271,0.0000,0.0000,0.0000,0.0000,default
1788415161799,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415161832,0.0353,0.0000,0.0000,0.0000,0.0000,default
1788415161868,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415161905,0.0451,0.0000,0.0000,0.0000,0.0000,default
1788415161942,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415161978,0.0271,0.0000,0.0000,0.0000,0.0000,default
1788415162013,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415162055,0.0276,0.0000,0.0000,0.0000,0.0000,default
1788415162090,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415162128,0.0257,0.0000,0.0000,0.0000,0.0000,default
1788415162171,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415162217,0.0322,0.0000,0.0000,0.0000,0.0000,default
1788415162251,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415162293,0.0418,0.0000,0.0000,0.0000,0.0000,default
1788415162354,0.0429,0.0000,0.0000,0.0000,0.0000,default
1788415162392,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415162427,0.0459,0.0000,0.0000,0.0000,0.0000,default
1788415162464,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415162505,0.0349,0.0000,0.0000,0.0000,0.0000,default
1788415162539,0.0003,0.0000,0.0000,0.0000,0.0000,default
1788415162576,0.0316,0.0000,0.0000,0.0000,0.0000,default
1788415162617,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415162657,0.0488,0.0000,0.0000,0.0000,0.0000,default
1788415162694,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415162734,0.0492,0.0000,0.0000,0.0000,0.0000,default
1788415162776,0.0008,0.0000,0.0000,0.0000,0.0000,default
1788415162820,0.0446,0.0000,0.0000,0.0000,0.0000,default
1788415162884,0.0312,0.0000,0.0000,0.0000,0.0000,default
1788415162920,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415162953,0.0341,0.0000,0.0000,0.0000,0.0000,default
1788415162987,0.0007,0.0000,0.0000,0.0000,0.0000,default
1788415163026,0.0322,0.0000,0.0000,0.0000,0.0000,default
1788415163069,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415163102,0.0291,0.0000,0.0000,0.0000,0.0000,default
1788415163138,0.0007,0.0000,0.0000,0.0000,0.0000,default
1788415163179,0.0335,0.0000,0.0000,0.0000,0.0000,default
1788415163215,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415163250,0.0416,0.0000,0.0000,0.0000,0.0000,default
1788415163283,0.0004,0.0000,0.0000,0.0000,0.0000,default
1788415163316,0.0473,0.0000,0.0000,0.0000,0.0000,default
1788415163352,0.0007,0.0000,0.0000,0.0000,0.0000,default
1788415163388,0.0760,0.0000,0.0000,0.0000,0.0000,default
1788415163424,0.0005,0.0000,0.0000,0.0000,0.0000,default
1788415163460,0.1213,0.0000,0.0000,0.0000,0.0000,default
1788415163495,0.0006,0.0000,0.0000,0.0000,0.0000,default
1788415163542,0.1707,1.0000,0.1707,0.0000,0.1707,default
1788415163576,0.0002,0.0000,0.0000,0.0000,0.1707,default
1788415163620,0.1628,1.0000,0.1628,0.0000,0.1707,default
1788415163658,0.0004,0.0000,0.0000,0.0000,0.1707,default
1788415163699,0.1048,0.0000,0.0000,0.0000,0.1707,default
1788415163748,0.0712,0.0000,0.0000,0.0000,0.1707,default
1788415163783,0.0005,0.0000,0.0000,0.0000,0.1707,default
